0.000000000000000000e+00,5.000000000000000000e+00,8.885845566080389446e+00,3.673432447656821420e+00,2.906778354700390921e+00,5.954634463454722137e+00,5.742046952465091891e+00,6.133069649459352846e+00,1.128019609059709616e+01,1.019618403182830235e+01
5.000000000000000000e+00,0.000000000000000000e+00,6.574151245413005107e+00,7.284435172253587609e+00,6.979512570111056746e+00,3.686080520819559503e+00,1.072276404413493189e+01,7.304977995105601529e+00,1.125494865752605023e+01,1.153193237877751187e+01
8.885845566080389446e+00,6.574151245413005107e+00,0.000000000000000000e+00,8.149074681975990941e+00,1.174899368342838457e+01,1.025284783436489633e+01,1.312449749919694142e+01,5.166038734858226178e+00,5.711900880109664236e+00,7.459825015775680690e+00
3.673432447656821420e+00,7.284435172253587609e+00,8.149074681975990941e+00,0.000000000000000000e+00,5.846331337584375731e+00,9.347687932806726607e+00,5.021284946838835417e+00,3.593630544575817432e+00,8.607537964855461965e+00,6.897162364775749843e+00
2.906778354700390921e+00,6.979512570111056746e+00,1.174899368342838457e+01,5.846331337584375731e+00,0.000000000000000000e+00,6.328104502330807790e+00,5.236609879619001262e+00,8.881686638527462208e+00,1.406605584193394343e+01,1.271178258328416533e+01
5.954634463454722137e+00,3.686080520819559503e+00,1.025284783436489633e+01,9.347687932806726607e+00,6.328104502330807790e+00,0.000000000000000000e+00,1.126598754171835104e+01,1.043717567601910545e+01,1.481331712480195506e+01,1.476582188222338310e+01
5.742046952465091891e+00,1.072276404413493189e+01,1.312449749919694142e+01,5.021284946838835417e+00,5.236609879619001262e+00,1.126598754171835104e+01,0.000000000000000000e+00,8.531647784667089951e+00,1.320015046552244975e+01,1.087764249887376344e+01
6.133069649459352846e+00,7.304977995105601529e+00,5.166038734858226178e+00,3.593630544575817432e+00,8.881686638527462208e+00,1.043717567601910545e+01,8.531647784667089951e+00,0.000000000000000000e+00,5.187034598995464485e+00,4.333690143062814748e+00
1.128019609059709616e+01,1.125494865752605023e+01,5.711900880109664236e+00,8.607537964855461965e+00,1.406605584193394343e+01,1.481331712480195506e+01,1.320015046552244975e+01,5.187034598995464485e+00,0.000000000000000000e+00,3.065023102159602608e+00
1.019618403182830235e+01,1.153193237877751187e+01,7.459825015775680690e+00,6.897162364775749843e+00,1.271178258328416533e+01,1.476582188222338310e+01,1.087764249887376344e+01,4.333690143062814748e+00,3.065023102159602608e+00,0.000000000000000000e+00
