0.000000000000000000e+00,3.151467117851620148e-01,3.294139882290975097e-01,3.187892800346334710e-01,3.274746975828819462e-01,3.399358985603020966e-01,3.152750189184039820e-01,2.903189852369286172e-01,3.380564600003969633e-01,2.997290452141734285e-01,3.428443389105323980e-01,3.366359029277775639e-01,3.094045045987534048e-01,3.030630113887209931e-01,3.696195754082837737e-01,4.663541300449691174e-01,4.474259100063383565e-01,4.676611250072000847e-01,5.051356483985266488e-01,4.485608847625927043e-01,4.505531273767833800e-01,4.462696620755213228e-01,4.619775475626494154e-01,4.537386653460337427e-01,5.076129094900956318e-01,4.759123383681074793e-01,4.720037885621258811e-01,4.575088808034222798e-01,4.479833579565205004e-01,4.456593069565584209e-01,1.010845630264582073e+00,1.027986930179075831e+00,1.017289772666077674e+00,1.000678844267230527e+00,1.020505791637656534e+00,1.027988263981646888e+00,1.014062002738491453e+00,1.023910724294847974e+00,1.037580027639796176e+00,1.015614362295551798e+00,1.018272098601351150e+00,1.029878069081966663e+00,1.023119308683498652e+00,1.038330023330251262e+00,1.019396487065754142e+00,6.835434380300933199e-01,6.977268985211907415e-01,6.853244029319254249e-01,6.842872741217682631e-01,6.820589734172551877e-01,6.835234842446892278e-01,6.828673818985645516e-01,6.818403960818102405e-01,6.970453230723235860e-01,6.819823582681593388e-01,6.848977732793414264e-01,6.899397586637545654e-01,6.885491693568440708e-01,6.853675012954728585e-01,6.872111810244359020e-01,8.977815663617737529e-01,8.994337539702410567e-01,8.998528648806982666e-01,8.980190354029251587e-01,8.986986977591543413e-01,8.983851519031245125e-01,8.975654876937949611e-01,8.995710686994107252e-01,8.977172281297713941e-01,8.989004647623672906e-01,8.976406419642550816e-01,8.979764460134798121e-01,8.984628053097134526e-01,8.982400494272119174e-01,8.988064123703167763e-01
3.151467117851620148e-01,0.000000000000000000e+00,2.969804383389585967e-01,2.826701108288600106e-01,3.136288202461630092e-01,2.662375938611976078e-01,3.030231856508673327e-01,3.122218074718676739e-01,3.147694805488612801e-01,2.527367467959497072e-01,3.604688686336172676e-01,3.262774389901944017e-01,3.407648834167042451e-01,2.885913963738350740e-01,2.990717076722571588e-01,4.398139266473948261e-01,4.696802810135847772e-01,4.630809940064481989e-01,5.005077913289662783e-01,4.739203880030905536e-01,4.366638510364694858e-01,4.425907281688129524e-01,4.309659907394085554e-01,4.695135349763625565e-01,4.603291147885391066e-01,4.773687163032366287e-01,4.503130975710122885e-01,4.447982179876623920e-01,4.483732695388966127e-01,4.417070154491549716e-01,1.014000247468411775e+00,1.028504972031248910e+00,1.033297106528417553e+00,1.041595298070704612e+00,1.034184130457918016e+00,1.029480488628123691e+00,1.006791962296580856e+00,1.014912068744874052e+00,1.006462140810572281e+00,1.018747748974200285e+00,1.028588940145187314e+00,1.042760652601544935e+00,1.023892445856985578e+00,1.033608709623230704e+00,1.019346142560514146e+00,7.249436710896923763e-01,7.261774581140618690e-01,7.331850331382930852e-01,7.218552287252618660e-01,7.301354500864890573e-01,7.258511979372908041e-01,7.216784761374002155e-01,7.255895049688907417e-01,7.216662345641509102e-01,7.280606678986306646e-01,7.250198026330040291e-01,7.278604180294461212e-01,7.204334286039203450e-01,7.340634960825938027e-01,7.223813878949263412e-01,8.821325364127546864e-01,8.828736031414690100e-01,8.840076760786639287e-01,8.821868493539223310e-01,8.823003194292745599e-01,8.817805362730569696e-01,8.823389691524453626e-01,8.832222607124436964e-01,8.825679798026891953e-01,8.844421200180371256e-01,8.883412623277160414e-01,8.818583009106395476e-01,8.826390197730893394e-01,8.828893486881580488e-01,8.838470465312423530e-01
3.294139882290975097e-01,2.969804383389585967e-01,0.000000000000000000e+00,3.125770629620797658e-01,3.406159806115972577e-01,3.361187783105847871e-01,3.024440579429524822e-01,2.933458826453850254e-01,3.150661197288594506e-01,3.403303381510381365e-01,3.476506540681320034e-01,3.021666235324477201e-01,3.075895915339139086e-01,3.500487831845727205e-01,3.307654133823546561e-01,4.551574866483028003e-01,4.741345573632024801e-01,4.905174085554966368e-01,4.384425204767438689e-01,4.432442167586622683e-01,4.429278870933733292e-01,4.473488709374374150e-01,4.562874323734984472e-01,4.369778487143254897e-01,4.384293735095767808e-01,4.730891815810206458e-01,4.560330609681714775e-01,4.572867504979780118e-01,4.532417327530641193e-01,4.487943835187779840e-01,1.003772190821204280e+00,1.028564415166109303e+00,1.007833454903140247e+00,1.028492390574184068e+00,1.020612755128506022e+00,1.011275301773458812e+00,1.004860130890861791e+00,1.010994702920346766e+00,1.019600202719673776e+00,1.008537216898315547e+00,1.010485400962329638e+00,1.018873710826812884e+00,1.024535656281420071e+00,1.016896588434143656e+00,1.006299475437605340e+00,7.084279437070505336e-01,7.178278285146096893e-01,7.088495880551811679e-01,7.083715329775752689e-01,7.079781011676843372e-01,7.081212088124461124e-01,7.099193548925116781e-01,7.098686514975850459e-01,7.298762554536213365e-01,7.094595351413637285e-01,7.119766189454539429e-01,7.154489696805774734e-01,7.123676268262054689e-01,7.158909403156321627e-01,7.151734450837782253e-01,8.754581435636999975e-01,8.799458552467874783e-01,8.759994568839640783e-01,8.745542536967046976e-01,8.756843238570620747e-01,8.749870454418168242e-01,8.757049207929575863e-01,8.825057703505400086e-01,8.756640939823900904e-01,8.760193967173329765e-01,8.748490663771666398e-01,8.772134863292972984e-01,8.814289919925484273e-01,8.745334944540431588e-01,8.766208828969339617e-01
3.187892800346334710e-01,2.826701108288600106e-01,3.125770629620797658e-01,0.000000000000000000e+00,3.282520571542545951e-01,3.104900432381045294e-01,3.062912997017707695e-01,3.094721322655725193e-01,2.817665463624097755e-01,2.881332667100416356e-01,3.231754831465406541e-01,3.095128416980465480e-01,3.146378903883002010e-01,3.070037617293964183e-01,3.664920599098976384e-01,4.561843831314263409e-01,4.568736590065135550e-01,4.411991617546434652e-01,4.898884454944819611e-01,4.414027710878127841e-01,4.367788572653213963e-01,4.418897530493324788e-01,4.366733716268946797e-01,4.596809095470466011e-01,4.628279685466296645e-01,4.738525609068711120e-01,4.607808151138673147e-01,4.415303430898039894e-01,4.517921456455390450e-01,4.613939296067949281e-01,1.011381605999930988e+00,1.021549713024775041e+00,1.058321546531582058e+00,1.016656140681302167e+00,1.030188111545653484e+00,1.003314647014086125e+00,9.954192544601495607e-01,1.047887293643739115e+00,1.016535745878618835e+00,1.040659981461764527e+00,1.019574377803306620e+00,1.024269628473381877e+00,1.010139005171565518e+00,1.024878938929862038e+00,1.050669764438379561e+00,6.930940352001305760e-01,7.013237036497482757e-01,6.933758560686981154e-01,6.930825016850447051e-01,6.933108984128260044e-01,6.930041019005587222e-01,6.957860919118747933e-01,6.961483975719544581e-01,7.117079374898104271e-01,6.949119249789861286e-01,6.969477590049342197e-01,7.015894985816135687e-01,6.994345806528298182e-01,6.999744194547398157e-01,7.007444401727350725e-01,9.074644017756289260e-01,9.075301158936820434e-01,9.082373047728219406e-01,9.074940016093769879e-01,9.073573686111774395e-01,9.073790312945301251e-01,9.088619493080343226e-01,9.078792621510858307e-01,9.087130358864672353e-01,9.082682756570329419e-01,9.093098637334799950e-01,9.078354094371953176e-01,9.080021467358984077e-01,9.076542983085575944e-01,9.078765861261099968e-01
3.274746975828819462e-01,3.136288202461630092e-01,3.406159806115972577e-01,3.282520571542545951e-01,0.000000000000000000e+00,3.015920440926782575e-01,3.354629909841024271e-01,2.944296984765633063e-01,2.883292508730254111e-01,2.871152298294188387e-01,3.303593734117438174e-01,3.312176878670581859e-01,2.941956243658290227e-01,2.893228276113034014e-01,3.408648050782009942e-01,4.809414903145704523e-01,4.598680428351159533e-01,4.529891117466290917e-01,4.627716349583236854e-01,4.523951579670144607e-01,4.709327509241632570e-01,4.530353403289857916e-01,4.336668953228964285e-01,4.555608922295678598e-01,4.900038033668718263e-01,4.962669877807710517e-01,4.949977082674221762e-01,4.857031683497648467e-01,4.613800188012046610e-01,4.569605470650611734e-01,1.008769168984659181e+00,1.029430807189098962e+00,1.032158182968579752e+00,1.018880103692774819e+00,1.015219841739708917e+00,1.034265471976610007e+00,9.956605257109472085e-01,1.039048771462629528e+00,1.025205760374960029e+00,1.044723420863148844e+00,1.044439485012415680e+00,1.061318503749463460e+00,1.046671899098279956e+00,1.022605670810601275e+00,1.025980257475259672e+00,7.267183598485729146e-01,7.188270976041456484e-01,7.174213749603505219e-01,7.187082074402656451e-01,7.177639999846745500e-01,7.393957451331458763e-01,7.184437776952347088e-01,7.166488387732168341e-01,7.175809128481609456e-01,7.247305916055979402e-01,7.185361874331730458e-01,7.219023712178814778e-01,7.190337830477786518e-01,7.229395992709211072e-01,7.182772923502453999e-01,8.716360398486285854e-01,8.729520220831155086e-01,8.715162147831789774e-01,8.703880215082236971e-01,8.725525624975266625e-01,8.729137432106335304e-01,8.705124540665687416e-01,8.696645294928383452e-01,8.762442426384324801e-01,8.740521159095721027e-01,8.694386315703943602e-01,8.756158488932233031e-01,8.763502832024417932e-01,8.695108555337305312e-01,8.716049565743645422e-01
3.399358985603020966e-01,2.662375938611976078e-01,3.361187783105847871e-01,3.104900432381045294e-01,3.015920440926782575e-01,0.000000000000000000e+00,3.124884465080269291e-01,2.964153436379433071e-01,3.296179977079528589e-01,3.002402275145686916e-01,2.989930958166091002e-01,3.357179895879873754e-01,3.069347550881131315e-01,3.267440605198509984e-01,3.549159650297517565e-01,4.729574814388710080e-01,4.480919112034940643e-01,4.621236476550404371e-01,4.509417572103962546e-01,4.765757434763125411e-01,4.649020448911791448e-01,4.479690615667559772e-01,4.742138290317986504e-01,4.744269409782712055e-01,4.561129620368182258e-01,4.832371187915928124e-01,4.850698975621967057e-01,4.791722141881768482e-01,4.564649093413424841e-01,4.930289705220170515e-01,1.003733813727025970e+00,1.006338493471257367e+00,1.023102878868982657e+00,1.008038562068435784e+00,1.007738834621847879e+00,1.047099070140452337e+00,1.048159573588391957e+00,1.014698525252205163e+00,1.024605465935547244e+00,1.017043951076353370e+00,1.021838834088331094e+00,1.023199174128380573e+00,1.013032175937664814e+00,9.985917066454137458e-01,1.015219315969707159e+00,7.109236927434616771e-01,7.201440840838727597e-01,7.201133578715228634e-01,7.079631053303554467e-01,7.104623487602983456e-01,7.151255639683146148e-01,7.068954642547934375e-01,7.129432982748347136e-01,7.082757743817021945e-01,7.093940852065232505e-01,7.090549624147622909e-01,7.125583679313576280e-01,7.096004531431754359e-01,7.105447556663829767e-01,7.069067272773685850e-01,8.821641970092642948e-01,8.835571748002503112e-01,8.788387370058285963e-01,8.816843935683560396e-01,8.835385556239184757e-01,8.817034597210106073e-01,8.866630403405794114e-01,8.786555517175088648e-01,8.798556691440931887e-01,8.786517990011742940e-01,8.825257199181222312e-01,8.791188407274638239e-01,8.829202662086763631e-01,8.799788195894262532e-01,8.795817994126526873e-01
3.152750189184039820e-01,3.030231856508673327e-01,3.024440579429524822e-01,3.062912997017707695e-01,3.354629909841024271e-01,3.124884465080269291e-01,0.000000000000000000e+00,3.106527493037845589e-01,2.837001671148609017e-01,3.050402497982848682e-01,3.103380479992745022e-01,3.269341805027427550e-01,3.199086367965078836e-01,3.049035554827132510e-01,3.257970761071989352e-01,4.551394096559865377e-01,5.049003607168447427e-01,4.665513006015523101e-01,5.089003396638677179e-01,4.876902367251163550e-01,4.386765394969281973e-01,4.454147878371350622e-01,4.441387470813596416e-01,4.581344928708162567e-01,4.550309782806000736e-01,4.689645191792231604e-01,4.508729255510913747e-01,4.679586511765756462e-01,4.769642534142364831e-01,4.707189096191058963e-01,1.009470612296365921e+00,1.022119956541305275e+00,1.048441368093132819e+00,1.021858735387626727e+00,1.050555489250329710e+00,9.983834877050001833e-01,9.974437905912293401e-01,1.007027454231511854e+00,1.014454675385253468e+00,1.030267360778259533e+00,1.013519194842406490e+00,1.016236721782380670e+00,1.036552142077281191e+00,1.024207712610093468e+00,1.011263282301399391e+00,7.244972072506560279e-01,7.256076644275472054e-01,7.317711747623023566e-01,7.225382687560569783e-01,7.286744041874944067e-01,7.268176363118880046e-01,7.217490421226757658e-01,7.256729274790399975e-01,7.227159009908389331e-01,7.277137600025163078e-01,7.241159735546510712e-01,7.283430776426723652e-01,7.212854762845291035e-01,7.317479347958557589e-01,7.221496804665914482e-01,8.413610402948308309e-01,8.507968816985638227e-01,8.414984983201099222e-01,8.421430142024571852e-01,8.438887717069116778e-01,8.439170947942694623e-01,8.477967059230649971e-01,8.475017282867334245e-01,8.446166568805045793e-01,8.427299624440797166e-01,8.413389566637217154e-01,8.532937832944759160e-01,8.440493221708077476e-01,8.424920094730868891e-01,8.417575137650985528e-01
2.903189852369286172e-01,3.122218074718676739e-01,2.933458826453850254e-01,3.094721322655725193e-01,2.944296984765633063e-01,2.964153436379433071e-01,3.106527493037845589e-01,0.000000000000000000e+00,2.925201906621148762e-01,3.136121286892457616e-01,3.072389552351719733e-01,2.959835018121786399e-01,3.277198631346595614e-01,3.305969720445122717e-01,3.229578136924387555e-01,4.752248846062251397e-01,4.414774511217985919e-01,4.584033411232950606e-01,4.792907420324327150e-01,4.490564514690775222e-01,4.683937228315511736e-01,4.623478993896263378e-01,4.378883335840314528e-01,4.621076561516807013e-01,4.686705826121370100e-01,5.034842395289051975e-01,4.884944023804162483e-01,4.647379781059430282e-01,4.694608392656410278e-01,4.557283893757333448e-01,1.029411784349683723e+00,1.021504257225587908e+00,1.029249110774451914e+00,1.015160799291914939e+00,1.031797644078042975e+00,1.018942412996436175e+00,1.025015075177433621e+00,1.015607220701487456e+00,1.013792481645528820e+00,1.007076058535302465e+00,1.026577228526426966e+00,1.012334080223025845e+00,1.022246466298612377e+00,1.037205187515951588e+00,1.021597279426193383e+00,7.264710009050602268e-01,7.366865812168700289e-01,7.307671302829650273e-01,7.224290697867853384e-01,7.217756116855155168e-01,7.267105128570798822e-01,7.213361890741376570e-01,7.261053848161436175e-01,7.230385254604348999e-01,7.245731744924041040e-01,7.227183756187467445e-01,7.225411319177614811e-01,7.238282344348001551e-01,7.253789818577596193e-01,7.213940409886957505e-01,8.352506157381747176e-01,8.365121741439272007e-01,8.361598254406868991e-01,8.417038108907430871e-01,8.359356619232128915e-01,8.343003013429876047e-01,8.391258478833791834e-01,8.471290703960051571e-01,8.392437782605242091e-01,8.348051053862812765e-01,8.364596880005634727e-01,8.348039329884593407e-01,8.357891728881153837e-01,8.392684820300354565e-01,8.355901143377654217e-01
3.380564600003969633e-01,3.147694805488612801e-01,3.150661197288594506e-01,2.817665463624097755e-01,2.883292508730254111e-01,3.296179977079528589e-01,2.837001671148609017e-01,2.925201906621148762e-01,0.000000000000000000e+00,2.962588396824641923e-01,3.057323860421071182e-01,3.365248950672149464e-01,3.053462259174002380e-01,2.806641905106527779e-01,3.680278098255619357e-01,4.675294982886107342e-01,4.918835981012174563e-01,4.934984496763896167e-01,4.843723880218607225e-01,4.806395112150061433e-01,4.475622614933031929e-01,4.593746161217443502e-01,4.837641224047107280e-01,4.503967148703462708e-01,4.713836813244599022e-01,4.812348114143448208e-01,4.652318361483874232e-01,4.944345135182210971e-01,4.630783198401756673e-01,4.479093360335325569e-01,1.011123528739688693e+00,1.010068261440285164e+00,1.043824135591336244e+00,1.002575804103111201e+00,1.010471622290304516e+00,1.011221289145456836e+00,1.021582152782633646e+00,1.026429896727487190e+00,1.017894299134738167e+00,1.024165372307128896e+00,1.005147610711978778e+00,1.024107611014096531e+00,1.031782226073409081e+00,1.019905411628451164e+00,1.037467475505136072e+00,7.088672854893219855e-01,7.200421259662520557e-01,7.094753427441999882e-01,7.087884091384395457e-01,7.079350089443239291e-01,7.083935876714300139e-01,7.098565724278390610e-01,7.086206569067824423e-01,7.312861277085734857e-01,7.086333140256673158e-01,7.122834827910865529e-01,7.135884926489496349e-01,7.108860303522640534e-01,7.135978526383049969e-01,7.154769268599792120e-01,8.724964121335971878e-01,8.738494295306257209e-01,8.714055848277539873e-01,8.745073433413810271e-01,8.730739927915618370e-01,8.724612582464621457e-01,8.738872891105580187e-01,8.738911249246097412e-01,8.719015867068943271e-01,8.718216485875995847e-01,8.759775895135674117e-01,8.715263160025634726e-01,8.732883864938317808e-01,8.713000761144233941e-01,8.726049099248753826e-01
2.997290452141734285e-01,2.527367467959497072e-01,3.403303381510381365e-01,2.881332667100416356e-01,2.871152298294188387e-01,3.002402275145686916e-01,3.050402497982848682e-01,3.136121286892457616e-01,2.962588396824641923e-01,0.000000000000000000e+00,2.990762113542299039e-01,3.041457654036958669e-01,3.383269381131216447e-01,2.927107222532171482e-01,3.722509572546455758e-01,4.769708896819594979e-01,4.587357427517503861e-01,4.426039920899946245e-01,4.649707415106890118e-01,4.508978180408505509e-01,4.707689744800521159e-01,4.530429528863681998e-01,4.392260790686272620e-01,4.510222323799570332e-01,4.701011967236416456e-01,4.709253254285651891e-01,4.908116413370815501e-01,4.400455428577819683e-01,4.345361489381522335e-01,4.553631127144577295e-01,1.016067466396793906e+00,1.021819218054250467e+00,1.011969203984983023e+00,1.012537020261975451e+00,1.020709954989173163e+00,1.009569534598286022e+00,1.012912467601223554e+00,1.017361492153108671e+00,1.007084366445036183e+00,1.020701441960870426e+00,1.005899818077824248e+00,1.010323622363646479e+00,1.023232508545833808e+00,1.007525642541667432e+00,1.021696448093072362e+00,7.275580591959655008e-01,7.378244087789451733e-01,7.323653107001997231e-01,7.238142704990002674e-01,7.230585708702995662e-01,7.241723433057906112e-01,7.225775532169540494e-01,7.273809121457615046e-01,7.241782463489220278e-01,7.257606682777731910e-01,7.240302219327587885e-01,7.239460314678159980e-01,7.252590580751129279e-01,7.268082110818506747e-01,7.227210002130836086e-01,8.760680893834679184e-01,8.760766942825268799e-01,8.732711637773229452e-01,8.749884451431344523e-01,8.732802656593127155e-01,8.735054094177092665e-01,8.779484854192756149e-01,8.734662002367349354e-01,8.834843651367012551e-01,8.749669344049522124e-01,8.747487638573717694e-01,8.755702143186461228e-01,8.734899242269483777e-01,8.733941159808669141e-01,8.743222793747166266e-01
